J,N,P,M,file,parameter,true_value,posterior_mean,hdi_low,hdi_high,in_hdi,interval_width,relative_width,posterior_mse,abs_error,sq_error,r_hat,ess_bulk,ess_tail
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_32,0.2,0.188,0.159,0.214,True,0.05499999999999999,0.27499999999999997,0.00037003763694954924,0.01200000000000001,0.00014400000000000025,1.01,2771.0,1664.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_33,0.3,0.152,0.006,0.307,True,0.301,1.0033333333333334,0.028610408866994366,0.148,0.021903999999999996,1.0,3476.0,1553.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_34,-0.15,-0.162,-0.191,-0.127,True,0.064,0.4266666666666667,0.00043134802640476956,0.01200000000000001,0.00014400000000000025,1.0,3010.0,1670.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_c_35,0.34,0.354,0.271,0.425,True,0.15399999999999997,0.4529411764705881,0.0018518315475684753,0.013999999999999957,0.0001959999999999988,1.0,2915.0,1623.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_36,0.24,0.246,0.195,0.299,True,0.10399999999999998,0.4333333333333333,0.0008489968705060723,0.006000000000000005,3.600000000000006e-05,1.0,2409.0,1437.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_37,0.28,0.259,0.208,0.312,True,0.10400000000000001,0.37142857142857144,0.001206241163715673,0.02100000000000002,0.0004410000000000008,1.0,2734.0,1597.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_38,-0.22,-0.249,-0.294,-0.204,True,0.09,0.40909090909090906,0.00145416016890576,0.028999999999999998,0.0008409999999999998,1.0,3246.0,1672.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_39,0.2,0.16,0.108,0.206,True,0.09799999999999999,0.48999999999999994,0.002303357586312742,0.04000000000000001,0.0016000000000000007,1.0,2581.0,1554.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_41,0.26,0.289,0.241,0.336,True,0.09500000000000003,0.3653846153846155,0.0014947635513184979,0.02899999999999997,0.0008409999999999983,1.01,2593.0,1492.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_42,-0.16,-0.194,-0.237,-0.148,True,0.089,0.5562499999999999,0.0017693769602384665,0.034,0.0011560000000000001,1.0,2491.0,1793.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_43,0.22,0.201,0.147,0.249,True,0.10200000000000001,0.4636363636363637,0.001154468907453899,0.01899999999999999,0.0003609999999999996,1.0,2778.0,1774.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_44,0.18,0.174,0.117,0.224,True,0.107,0.5944444444444444,0.0008580226580393525,0.006000000000000005,3.600000000000006e-05,1.0,2290.0,1589.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_45,0.3,0.316,0.266,0.359,True,0.09299999999999997,0.30999999999999994,0.0008973489902907488,0.016000000000000014,0.0002560000000000005,1.0,2463.0,1668.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_46,-0.18,-0.188,-0.236,-0.144,True,0.092,0.5111111111111111,0.0006982861723274021,0.008000000000000007,6.400000000000012e-05,1.0,3317.0,1540.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_49,0.26,0.2,0.148,0.251,False,0.10300000000000001,0.3961538461538462,0.004355164558886544,0.06,0.0036,1.0,2229.0,1611.0
500,10000,40,0,restaurants_mnl_P40_J500_N10k_I0_C0_M0_woJIT.nc,beta_d_50,0.16,0.155,0.1,0.211,True,0.11099999999999999,0.6937499999999999,0.0008951545835077398,0.0050000000000000044,2.5000000000000045e-05,1.0,3117.0,1372.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_rating,0.75,0.752,0.72,0.781,True,0.061000000000000054,0.08133333333333341,0.0002768958493662595,0.0020000000000000018,4.0000000000000074e-06,1.0,1601.0,1595.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_cost,-0.4,-0.371,-0.399,-0.339,False,0.06,0.15,0.0011136118784846455,0.029000000000000026,0.0008410000000000015,1.0,1786.0,1516.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_log_dist,-0.6,-0.599,-0.642,-0.556,True,0.08599999999999997,0.14333333333333328,0.0005592226428287075,0.0010000000000000009,1.0000000000000019e-06,1.01,3737.0,1304.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_chinese,0.83,0.833,0.74,0.92,True,0.18000000000000005,0.21686746987951813,0.0023248387536537623,0.0030000000000000027,9.000000000000015e-06,1.0,561.0,1082.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_japanese,1.25,1.277,1.194,1.365,True,0.17100000000000004,0.13680000000000003,0.002889686722105445,0.026999999999999913,0.0007289999999999953,1.0,559.0,1291.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_korean,0.75,0.707,0.605,0.792,True,0.18700000000000006,0.2493333333333334,0.004310100432825408,0.04300000000000004,0.0018490000000000032,1.0,596.0,1310.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_indian,1.0,1.022,0.938,1.126,True,0.18799999999999994,0.18799999999999994,0.002933464464651399,0.02200000000000002,0.00048400000000000087,1.0,598.0,1149.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_french,0.95,0.936,0.854,1.023,True,0.16899999999999993,0.1778947368421052,0.002292603416339983,0.013999999999999901,0.00019599999999999723,1.0,533.0,1060.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_mexican,1.3,1.307,1.227,1.396,True,0.16899999999999982,0.12999999999999987,0.0020918863969033286,0.006999999999999895,4.8999999999998535e-05,1.0,486.0,919.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_lebanese,0.9,0.866,0.779,0.95,True,0.17099999999999993,0.18999999999999992,0.0033216060283530924,0.03400000000000003,0.001156000000000002,1.0,630.0,1123.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_cost_x_logincome,0.02,0.014,0.006,0.021,True,0.015000000000000001,0.75,5.4376213776277377e-05,0.006,3.6e-05,1.0,1791.0,1565.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_logdist_x_age,-0.02,-0.02,-0.021,-0.019,True,0.0020000000000000018,0.10000000000000009,4.3843715950654594e-07,0.0,0.0,1.0,3507.0,1422.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_rating_x_edu_sec,0.15,0.14,0.097,0.19,True,0.093,0.62,0.0007219564496871033,0.009999999999999981,9.999999999999963e-05,1.0,2008.0,1426.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_16,0.09,0.075,0.058,0.09,True,0.031999999999999994,0.3555555555555555,0.00030676420447898133,0.015,0.000225,1.0,2523.0,1652.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_19,-0.04,-0.044,-0.064,-0.025,True,0.039,0.975,0.0001244355255865159,0.003999999999999997,1.5999999999999972e-05,1.0,1706.0,1590.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_20,0.12,0.121,0.068,0.173,True,0.10499999999999998,0.8749999999999999,0.000813951172139399,0.0010000000000000009,1.0000000000000019e-06,1.0,1653.0,1386.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_21,0.22,0.211,0.193,0.228,True,0.035,0.15909090909090912,0.00017440147309047277,0.009000000000000008,8.100000000000014e-05,1.0,2208.0,1494.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_22,-0.18,-0.182,-0.206,-0.16,True,0.045999999999999985,0.2555555555555555,0.00016000577284735397,0.0020000000000000018,4.0000000000000074e-06,1.0,2704.0,1446.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_24,0.28,0.277,0.258,0.298,True,0.03999999999999998,0.14285714285714277,0.00011885094234363795,0.0030000000000000027,9.000000000000015e-06,1.0,2458.0,1808.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_25,-0.15,-0.19,-0.258,-0.13,True,0.128,0.8533333333333334,0.0027402145555934536,0.04000000000000001,0.0016000000000000007,1.0,1698.0,1632.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_26,0.16,0.147,0.129,0.163,True,0.034,0.21250000000000002,0.00025864830067058776,0.013000000000000012,0.0001690000000000003,1.0,2155.0,1589.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_27,0.32,0.316,0.299,0.331,True,0.03200000000000003,0.10000000000000009,9.331085598646485e-05,0.0040000000000000036,1.600000000000003e-05,1.0,2670.0,1847.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_29,0.24,0.246,0.224,0.268,True,0.04400000000000001,0.18333333333333338,0.0001713550980508968,0.006000000000000005,3.600000000000006e-05,1.0,2388.0,1290.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_30,0.26,0.237,0.184,0.29,True,0.10599999999999998,0.40769230769230763,0.0013699319868346901,0.02300000000000002,0.0005290000000000009,1.0,1685.0,1631.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_32,0.2,0.195,0.177,0.215,True,0.038000000000000006,0.19000000000000003,0.00012363417171095073,0.0050000000000000044,2.5000000000000045e-05,1.0,2693.0,1804.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_33,0.3,0.34,0.231,0.442,True,0.211,0.7033333333333334,0.004766875606872515,0.040000000000000036,0.001600000000000003,1.0,2788.0,1470.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_34,-0.15,-0.161,-0.181,-0.138,True,0.04299999999999998,0.28666666666666657,0.00024326221857247395,0.01100000000000001,0.00012100000000000022,1.0,2460.0,1708.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_c_35,0.34,0.328,0.274,0.382,True,0.10799999999999998,0.31764705882352934,0.0009817697317076619,0.01200000000000001,0.00014400000000000025,1.0,2702.0,1679.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_36,0.24,0.266,0.227,0.304,True,0.07699999999999999,0.3208333333333333,0.0011204078190340165,0.026000000000000023,0.0006760000000000013,1.0,2354.0,1726.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_37,0.28,0.274,0.237,0.309,True,0.07200000000000001,0.2571428571428572,0.00041791906405237456,0.006000000000000005,3.600000000000006e-05,1.0,2046.0,1718.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_38,-0.22,-0.226,-0.255,-0.192,True,0.063,0.2863636363636364,0.00031060745985922456,0.006000000000000005,3.600000000000006e-05,1.01,2595.0,1377.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_39,0.2,0.158,0.12,0.192,False,0.07200000000000001,0.36000000000000004,0.0021673759363864844,0.04200000000000001,0.0017640000000000008,1.0,2482.0,1536.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_41,0.26,0.258,0.223,0.292,True,0.06899999999999998,0.2653846153846153,0.0003353602138971876,0.0020000000000000018,4.0000000000000074e-06,1.0,2371.0,1423.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_42,-0.16,-0.132,-0.166,-0.1,True,0.066,0.41250000000000003,0.0011108003722891822,0.027999999999999997,0.0007839999999999999,1.0,2452.0,1562.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_43,0.22,0.2,0.166,0.241,True,0.07499999999999998,0.34090909090909083,0.0007860549189688133,0.01999999999999999,0.0003999999999999996,1.0,1789.0,1520.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_44,0.18,0.157,0.119,0.193,True,0.07400000000000001,0.4111111111111112,0.0009143443909121249,0.022999999999999993,0.0005289999999999996,1.0,1972.0,1730.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_45,0.3,0.301,0.267,0.337,True,0.07,0.23333333333333336,0.0003450637926151931,0.0010000000000000009,1.0000000000000019e-06,1.0,2080.0,1463.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_46,-0.18,-0.187,-0.218,-0.154,True,0.064,0.35555555555555557,0.00033585275406283733,0.007000000000000006,4.9000000000000087e-05,1.0,2662.0,1361.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_49,0.26,0.241,0.204,0.275,True,0.07100000000000004,0.2730769230769232,0.0007244319535151063,0.019000000000000017,0.00036100000000000064,1.0,2432.0,1591.0
500,20000,40,0,restaurants_mnl_P40_J500_N20k_I0_C0_M0_woJIT.nc,beta_d_50,0.16,0.134,0.095,0.175,True,0.07999999999999999,0.4999999999999999,0.0011433487358344654,0.025999999999999995,0.0006759999999999997,1.0,2580.0,1602.0
